,url,type
17988,uk.linkedin.com/pub/peter-goodman/12/80B/62,benign
17989,city-data.com/city/Meridian-Mississippi.html,benign
17990,visiontransportationgroup.com/en/VTG_Richard_Courey.html,benign
17991,classmates.com/directory/public/memberprofile/list.htm?regId=51561471,benign
17992,forumjar.com/list/840,benign
17993,marketwatch.com/story/america-first-credit-union-expands-mobile-banking-with-mobilitifrom-fiserv-2011-10-06,benign
17994,en.wikipedia.org/wiki/Till_the_World_Ends,benign
17995,askville.amazon.com/plot-synopsis-film-Brick-Lane/AnswerViewer.do?requestId=10594018,benign
17996,shdweb.com/lodging/hotelinfo/7582.html,benign
17997,oleole.com/sol-davis/plfnm.html,benign
17998,whosdatedwho.com/tpx_4691/eddie-griffin/,benign
17999,ovguide.com/tv/hercules_the_legendary_journeys.htm,benign
18000,zdom.com/internationalartists/artistsdirectory-b36.htm,benign
18001,trueknowledge.com/q/movies_starring_kent_larson,benign
18002,last.fm/music/Judee+Sill,benign
18003,sailingweatheronline.wordpress.com/,benign
18004,youtube.com/watch?v=lqmeju1hS_U,benign
18005,http://interpark.com/displaycorner/FreeMarket.do?_method=itemAreaList&area1=%BC%AD%BF%EF%C6%AF%BA%B0%BD%C3,benign
18006,hockeysfuture.com/teams/dallas_stars,benign
18007,poly71.com/classlist.htm,benign
18008,historical-births.blogspot.com/2009/08/famous-births-on-3-aug.html,benign
18009,pitch.com/plog/archives/2009/11/02/the-paseo-ymca-went-from-community-hub-to-flophouse-in-40-years,benign
18010,en.allexperts.com/q/Plumbing-Home-1735/kohler-shower-valve.htm,benign
18011,rapidshare-downloads.com/download/197088/marie-elaine-thibert-je-suis-fr-2011-usrx,benign
18012,famouswhy.com/List/c/Northern_Ireland_international_footballers/,benign
18013,election-montreal.qc.ca/cadre-electoral-districts/division-districts.en.html,benign
18014,negroleaguebaseball.com/players/Paige.html,benign
18015,names.whitepages.com/joe/stull,benign
18016,wn.com/Graphoanalysis,benign
18017,stoppingpoints.com/texas/sights.cgi?marker=Captain+John+Coffee+Hays&cnty=uvalde,benign
18018,ipro.americancentury.com/ipro/mutual_funds_mf.jsp,benign
18019,sing365.com/music/lyric.nsf/Live-My-Life-For-You-lyrics-Divinefire/53EFBABCF4B54456482572A70023D05B,benign
18020,cleveland.blockshopper.com/property/31207030/13429_cliff_drive/,benign
18021,faqs.org/people-search/lebourdais/,benign
18022,fortunecity.com/greenfield/bnfl/100/tvchanel.html,benign
18023,news.lalate.com/2009/08/02/scott-speicher-michael/,benign
18024,wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=REG&db=thomas281&id=I019673,benign
18025,acegrouparchitects.com/,benign
18026,indiefilmsnow.blogspot.com/,benign
18027,biography.com/people/lester-young-9539541,benign
18028,william1.co.uk/w159.htm,benign
18029,amazon.com/Let-Me-Fly-Strugle-Survival/dp/B000KJTGRE,benign
18030,ussoccer.com/Tournaments/FIFA-Under-20-World-Cup/2009-FIFA-Under-20-World-Cup.aspx,benign
18031,longisland.blockshopper.com/property/47-26-05-013-000-0200-043-005-0000/4_beardsley/,benign
18032,142throckmortontheatre.com/event.php?eventid=562,benign
18033,wiki.kernelnewbies.org/WhyReiser4IsNotIn,benign
18034,st-calixte-de-kilkenny.rentershotline.ca/,benign
18035,fandango.com/wallacebeery/filmography/p4986,benign
18036,newswire.ca/en/story/807279/rocklandmd-and-hopital-du-sacre-c-ur-a-public-private-partnership-with-more-than-6-000-surgeries-done-to-date-providing-greater-access-to-healthcare,benign
18037,http://olx.ua/uk/list/q-%D0%BC%D0%BE%D1%82%D0%BE%D0%B1%D0%BB%D0%BE%D0%BA/?search%5Bprivate_business%5D=private,benign
18038,amazon.ca/Swiss-Legend-20050-WWSR-Karamica-Collection/dp/B00194FAO2,benign
18039,naddysfashionaspirin.blogspot.com/2010/03/antagony-london-march-2010.html,benign
18040,news.bostonherald.com/news/regional/view/2011_0809needham_man_killed_in_storrow_drive_crash/srvc=home&position=also,benign
18041,cyclones.com/SportSelect.dbml?DB_OEM_ID=10700&SPID=4653&SPSID=48393,benign
18042,powwmedia.com/pennsy/media.htm,benign
18043,shopping.yahoo.com/695584-warrior-kings-pc-game/,benign
18044,sihrhockey.org/public_player_list.cfm?letter=f&PageNum_qPlayers=3&league_filter=all,benign
18045,spoke.com/info/p6Id2lE/TomHenke,benign
18046,montreal.helpgrabber.com/index.php,benign
18047,linkedin.com/company/american-electric-power,benign
18048,allburbankrealestate.com/,benign
18049,xbox360achievements.org/game/2010-fifa-world-cup/guide/,benign
18050,radio3.cbc.ca/blogs/2011/7/Music-Notes-July-4-2011,benign
18051,canada.lawyers.com/Ontario/Toronto/McMillan-LLP-1333669-f.html,benign
18052,streetinsider.com/Corporate+News/Liberty+Media+%28LINTA%29+Pops+in+Win+to+Spinoff+Starz%2C+Capital+Tracking+Stocks/6803443.html,benign
18053,english.turkcebilgi.com/Academy+Award,benign
18054,linkedin.com/pub/c%C3%A9line-canuel/15/683/762,benign
18055,allisonsfuninc.com/,benign
18056,kickassmovies.com/movies/1018_sexy_uk_pole_dancer.html,benign
18057,cafepress.com/arthurbryants,benign
18058,snp.org/,benign
18059,supermarketnews.com/news/mcgoldrick_dies_1028/,benign
18060,soloistmovie.com/,benign
18061,whosdatedwho.com/tpx_38459/don-drysdale/,benign
18062,http://bdnews24.com/health/2015/04/21/education-research-top-priority-says-new-bsmmu-vice-chancellor,benign
18063,pil-oga-robic.com/,benign
18064,archive.org/stream/lettersofjohnmas00nealuoft/lettersofjohnmas00nealuoft_djvu.txt,benign
18065,marketwatch.com/investing/stock/QBCAF,benign
18066,http://syosetu.com/searchuser/search/index.php?name1st=%E3%81%93&all=1&all2=1&all3=1&all4=1&p=11,benign
18067,roysrants.wordpress.com/2011/09/21/lancaster-pa-10th-smoggiest-midsized-metropolitan-area-in-the-united-states/,benign
18068,alumniclass.com/southeasthighmo,benign
18069,http://bigcinema.tv/tag/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%20%D0%A1%D0%B8%D0%BC%D0%BE%D0%BD%D0%B5%D0%BD%D0%BA%D0%BE,benign
18070,psych.mcgill.ca/,benign
18071,http://motthegioi.vn/ly-dich/nhan-tuong-hoc-thay-doi-tam-se-thay-doi-tuong-menh-179803.html,benign
18072,http://serverfault.com/questions/480353/task-scheduler-crashing-mmc?answertab=active,benign
18073,upi.com/topic/Michael_Scott_Speicher/,benign
18074,mcgill.ca/ophthalmology/,benign
18075,historytogo.utah.gov/utah_chapters/utah_today/interstate70.html,benign
18076,legacy.com/obituaries/mercurynews/obituary.aspx?n=nathan-oliveira&pid=146704808,benign
18077,maxalbums.com/index.php?search=Tony+Toni+Tone,benign
18078,c-istudios.com/,benign
18079,traveltips.usatoday.com/family-attraction-ideas-british-columbia-16508.html,benign
18080,fortunecity.com/meltingpot/swaziland/17/id97.htm,benign
18081,youtube.com/watch?v=t5UuhntVpwQ,benign
18082,muchmusic.com/artists/index.aspx?artistid=1741,benign
18083,en.wikipedia.org/wiki/Susan_Stewart,benign
18084,earlyamerica.com/,benign
18085,spokeo.com/Thomas+Poole,benign
18086,http://udn.com/news/story/7332/900330-%E5%A5%BD%E3%80%8C%E8%82%9A%E9%87%8F%E3%80%8D-%E7%B2%B51%E5%B9%B4%E5%90%83%E4%BA%86%E4%BA%AC4%E5%80%8D,benign
18087,wvbroadcasting.net/viewtopic.php?f=3&t=16517,benign
18088,vforvendetta.warnerbros.com/,benign
18089,http://kakaku.com/camera/web-camera/ranking_1007/pricedown/div-gpt-ad-k/header_text,benign
18090,youtube.com/watch?v=gFTdIfe4QR8,benign
18091,myfitnesspal.com/nutrition-facts-calories/kewpee,benign
18092,expedia.com/Olympiahalle-Hotels.0-l6107512-0.Travel-Guide-Filter-Hotels,benign
18093,http://bestblackhatforum.com/Thread-Submit-Your-Startup-website-and-get-backlink-from-this-website?action=newpost,benign
18094,http://teespring.com/it/dmb?utm_campaign=dmb&utm_medium=oembed&utm_source=wordpress,benign
18095,youtube.com/watch?v=fPHjcciJEAM,benign
18096,thedeadballera.com/Obits/Obits_G/Gonder.Jesse.Obit.html,benign
18097,names.whitepages.com/larry/dillard,benign
18098,lordoftherings.kevnet.com:9010/1.%20The%20Fellowship%20of%20the%20Ring.html,benign
18099,bestofneworleans.com/blogofneworleans/archives/2011/09/23/voodoo-experience-2011-preview,benign
18100,http://allegro.pl/listing/listing.php?bmatch=seng-v10-p-sm-pers-isqm-chl-moda-0414&id=74169&order=m&string=%7Bstring%7D,benign
18101,http://otomoto.pl/maszyny-rolnicze/nowe-ogloszenie/nAGVhsAJiRWm5FoYpEIT36eETBLIdkQHotpFkyAiyrv.a7,benign
18102,http://babal.net/books/view/1388/%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE-%D8%A7%D9%84%D8%B7%D8%A8%D8%B1%D9%89-%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE-%D8%A7%D9%84%D8%B1%D8%B3%D9%84-%D9%88%D8%A7%D9%84%D9%85%D9%84%D9%88%D9%83-%D8%A7%D9%84%D8%AC%D8%B2%D8%A1-%D8%A7%D9%84%D8%B3%D8%A7%D8%A8%D8%B9-%D9%84%D9%80-%D8%A8%D9%86-%D8%AC%D8%B1%D9%8A%D8%B1-%D8%A7%D9%84%D8%B7%D8%A8%D8%B1%D9%89,benign
18103,newwavebostonre.com/,benign
18104,http://olx.ro/i2/auto-masini-moto-ambarcatiuni/camioane-utilaje-rulote-remorci/camioane/js/spring.js,benign
18105,wiwo.de/unternehmen/tony-blevins/4757602.html,benign
18106,absoluteastronomy.com/topics/Pennsylvania_Route_31,benign
18107,movies.com/movie-news/cine-latino-afirsquos-must-see-spanish-language-films-plus-evening-with-pedro-almodoacutevar/5284,benign
18108,tuckahoebrewingcompany.blogspot.com/,benign
18109,facebook.com/people/Lino-Piccolo/1422642358,benign
18110,bollycurry.com/celeb/jimmy-shergill/,benign
18111,bookrags.com/biography/thomas-darcy-mcgee-dlb/,benign
18112,nytimes.com/2011/02/06/opinion/06rich.html,benign
18113,pmanager.org/,benign
18114,yhiking.com/,benign
18115,youtube.com/watch?v=UM5kkGn9pNg,benign
18116,krakatoabikes.net/,benign
18117,http://censor.net.ua/resonance/331007/prezident_pao_hk_kievgorstroyi_igor_kushnir_kievgorstroyi_ostaetsya_samym_nadejnym_zastroyischikom_v,benign
18118,ci.decatur.il.us/council/brown.html,benign
18119,aboutfilm.com/movies/p/pitchblack.htm,benign
18120,forums.allaboutjazz.com/showthread.php?t=14335&page=47,benign
18121,facebook.com/group.php?gid=26124097336,benign
18122,archiver.rootsweb.ancestry.com/th/read/LONGHUNTERS/1999-01/0917806858,benign
18123,http://io9.com/your-doctor-probably-has-a-dnr-heres-why-you-should-co-1702556735/layer/,benign
18124,bollywood-mp3.com/playlist/ra-one_842.html,benign
18125,rap.about.com/b/2006/05/02/houston-rapper-killed-in-his-hometown.htm,benign
18126,morrissociety.org/,benign
18127,amazon.com/tag/anthony%20summers/products,benign
18128,nationallizenzen.de/angebote/copy_of_nlproduct.2006-03-10.4713615682/nlproduct_ezb,benign
18129,archive.org/stream/directoryofstate1977nort/directoryofstate1977nort_djvu.txt,benign
18130,youtube.com/watch?v=VIHAvgH3c5k,benign
18131,automatedgenealogy.com/census11/Test6.jsp?province=Quebec,benign
18132,ticketluck.com/sports-tickets/MLS-Cup/index.php,benign
18133,en.wikipedia.org/wiki/Le_Canadien,benign
18134,multiculturalcanada.ca/node/40358,benign
18135,veromi.com/G-H-Boyce.aspx,benign
18136,torrentcrazy.com/e16/torrents/enslaved-odyssey-to-the-west-official-soundtrack,benign
18137,epiccarnival.com/2008/03/2008-mlb-preview-kansas-city-royals.html,benign
18138,tngenweb.org/grundy/tarlton.html,benign
18139,7815551212.com/nxxcodes/598.html,benign
18140,thomasturnergunmaker.co.uk/clothing/tweed.htm,benign
18141,demmansay.com/ICC.html,benign
18142,forumjar.com/list/396,benign
18143,mujeresdelatierra.org/in_the_news,benign
18144,funeralhomesinclevelandohio.com/,benign
18145,history.giants.com/photo/11012025/thread/4447038/HELP+WITH+%23,benign
18146,bbenderguitars.com/CWforum/forum/viewtopic.php?p=5543,benign
18147,pageantopolis.com/international/Earth_lists.htm,benign
18148,theframeproblem.wordpress.com/2007/12/22/15-of-american-atheists-and-agnostics-believe-that-jesus-was-born-of-a-virgin/,benign
18149,answers.com/topic/harmonium,benign
18150,kaylareneebitch.tumblr.com/post/12830338675/the-fresh-prince-created,benign
18151,http://torcache.net/torrent/864EAC27423B6E094768C19A3232674687B5AB4F.torrent?title=[kickass.to]tool.discography.1992.2006.mp3.320kbps,benign
18152,forums.demonssouls.info/viewtopic.php?f=14&t=4583,benign
18153,https://archive.org/search.php?query=mediatype:texts&sort=-publicdate&and[]=subject%3A%22Higher%20Education%22,benign
18154,hotelplanner.com/Hotels/1417-NEAR-Richmond-Amtrak-Station,benign
18155,es.goldenmap.com/Panama_Music,benign
18156,picktorrent.com/torrents/6f/henri-pachard/,benign
18157,http://babal.net/news/view/111818/%D8%A7%D9%84%D9%85%D8%A4%D8%AA%D9%85%D8%B1-%D8%A7%D9%84%D8%B1%D8%A7%D8%A8%D8%B9-%D9%84%D9%80%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A%D8%A9-%D9%84%D8%B2%D8%B1%D8%B9-%D8%A7%D9%84%D9%86%D8%AE%D8%A7%D8%B9-%D9%8A%D9%86%D8%A7%D9%82%D8%B4-%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF-%D9%81%D9%89-%D8%B9%D9%84%D8%A7%D8%AC-%D8%A3%D9%85%D8%B1%D8%A7%D8%B6-%D8%A7%D9%84%D8%AF%D9%85,benign
18158,southhaventribune.net/sports_and_recreation?keepThis=trueTB_iframe=true,benign
18159,myspace.com/tvalternativa,benign
18160,pediaview.com/openpedia/Colin_Cherry,benign
18161,bjorn3d.com/read.php?cID=1698,benign
18162,http://aljazeera.net/knowledgegate/newscoverage/2015/5/11/%D9%86%D9%83%D8%A8%D8%A9-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86-%D8%A7%D9%84%D8%B0%D9%83%D8%B1%D9%89-%D8%A7%D9%84%D9%8067,benign
18163,http://distractify.com/post/related/id/554e60444a0c4b7964fe147c/skip/30/limit/10/back/0,benign
18164,en.wikipedia.org/wiki/1980_Philadelphia_Phillies,benign
18165,mlive.com/redwings/index.ssf/2010/03/red_wings_get_a_kick_out_of_go.html,benign
18166,city-data.com/school/Point-Marion-Pennsylvania.html,benign
18167,montrealexpress.ca/English-section-13582,benign
18168,yelp.com/biz/mcintosh-donald-t-dmd-ocala,benign
18169,russdeanrv.com/used-rvs.aspx,benign
18170,wiki.d-addicts.com/Angela_Tong,benign
18171,glenncohen.businesscard2.com/,benign
18172,http://abc.go.com/shows/blackish/news/updates/150313-mary-j-blige-sean-diddy-combs-to-guest-star-in-blackish-season-1-finale-set-in-harlem-renaissance,benign
18173,lonelyplanet.com/maps/caribbean/martinique/,benign
18174,en.wikipedia.org/wiki/Cabot_Square,benign
18175,artistdirect.com/artist/michael-franti/432484,benign
18176,spoke.com/info/p2yUPM/SCOTTBanister,benign
18177,select.nytimes.com/gst/abstract.html?res=F50610FD345F177A93C3A8178DD85F428585F9,benign
18178,blennerhassettfamilytree.com/Victoria-Cross.php,benign
18179,everydaycook.com/,benign
18180,flixster.com/actor/colin-ferguson/comments,benign
18181,chacha.com/question/how-old-is-lance-gross,benign
18182,en.wikipedia.org/wiki/Pittsburgh_Penguins,benign
18183,amazon.com/Conspiracy-Silence-VHS-Michael-Mahonen/dp/B00005420Q,benign
18184,hollister.com/canada/,benign
18185,http://mic.com/articles/110130/one-quote-from-sam-smith-shows-what-it-really-means-to-be-a-musician,benign
18186,islandregister.com/mcdonald14.html,benign
18187,genforum.genealogy.com/tyrer/,benign
18188,teachingheart.net/kevinhideas.html,benign
18189,flixster.com/actor/jeanclaude-lord,benign
18190,coliseumwrestlingboxing.com/wcw.htm,benign
18191,ghosttownsofwashington.com/Pelton_Wheel.html,benign
18192,hot.no-ip.ca/gallery/Louise-Robey.html,benign
18193,lewisandclarkjournals.unl.edu/read/?_xmlsrc=lc.sources.xml&_xslsrc=LCstyles.xsl,benign
18194,wikidomo.com/community/st-eugene_ontario_canada,benign
18195,http://olx.ua/uk/list/q-%D0%B1%D0%BE%D1%81%D0%BE%D0%BD%D0%BE%D0%B6%D0%BA%D0%B8/gtm.start,benign
18196,askville.amazon.com/SimilarQuestions.do?req=bree+walker+plastic+surgery,benign
18197,http://mic.com/articles/115422/janelle-mon-e-s-response-to-criticism-about-how-she-dresses-was-astoundingly-brilliant,benign
18198,blogs.kudl.com/tag/tanna-guthrie/,benign
18199,standrewmoore.com/,benign
18200,vpea.utb.edu/elnino/researcharticles/doculturalfactorsaffect.html,benign
18201,perfectpeople.net/celebrity-star/2057/dianne-wiest.htm,benign
18202,heritage-education.com/,benign
18203,qatar.northwestern.edu/,benign
18204,usatoday.com/sports/college/football/2009-07-16-hof-inductees_N.htm,benign
18205,thecia.com.au/reviews/q/quiet-chaos-caos-calmo.shtml,benign
18206,iafd.com/person.rme/perfid=RBlaze/gender=F/roxanne-blaze.htm,benign
18207,musicme.com/Donnie-Mcclurkin/,benign
18208,us.viadeo.com/en/profile/andre.ward,benign
18209,xtratime.org/forum/archive/index.php/t-52431-p-25.html,benign
18210,facebook.com/people/William-Duffield/100000163444500,benign
18211,askart.com/askart/b/adeline_lucia_hart_ballou/adeline_lucia_hart_ballou.aspx,benign
18212,en.goldenmap.com/1974_NFL_Draft,benign
18213,corporationwiki.com/Massachusetts/Boston/john-hancock-life-insurance-comapny-u-s-a-4140303.aspx,benign
18214,profilecanada.com/companydetail.cfm?company=841421_Automobiles_Serge_Hamelin_Chteauguay_QC,benign
18215,wlio.titantv.com/apg/apg_grid.asp,benign
18216,quebecpost.com/,benign
18217,coastalmanagement.noaa.gov/hazards.html,benign
18218,en.wikipedia.org/wiki/Montreal_Masonic_Memorial_Temple,benign
18219,http://bgr.com/2015/04/09/the-boy-genius-report-podcast-episode-6-galaxy-s6-htc-one-reviews/,benign
18220,spiritualparenting.com/aboutmimi.htm,benign
18221,evri.com/organization/wpfx-0x166560,benign
18222,herpesvaccineresearch.com/,benign
18223,pipl.com/directory/name/Ashby/580,benign
18224,cccmusicpages.blogspot.com/2010/06/free-organ-recitals-montreal-summer.html,benign
18225,ibabuzz.com/oaklandraiders/2008/09/08/10-reasons-raiders-will-beat-broncos/,benign
18226,hotelstaymontroyal.com/,benign
18227,cbssports.com/nfl/teams/roster/KC/kansas-city-chiefs,benign
18228,http://kenh14.vn/tv-show/gmtq-nhi-chi-pheo-hoai-linh-doi-pho-voi-3-co-thi-no-20141107094455864.chn,benign
18229,localconstruction.net/iowa/winterset/c-k-fairco-inc-367659.html,benign
18230,amazon.com/Grand-Trunk-Corporation-Canadian-1971-1992/dp/087013406X,benign
18231,http://189.cn/dqmh/ssoLink.do?method=skip&platNo=10014&toStUrl=http://fj.189.cn/service2/actions/Package.action?fluxAccept=&OFFER_ID=902936243,benign
18232,hulu.com/watch/151763/team-highlights-cincinnati-bengals?team=cincinnati-bengals,benign
18233,crackfulldownload.com/presagis-creator-v3.5-serial-keygen-torrent-free-download.html,benign
18234,trueknowledge.com/q/facts_about__bank,benign
18235,map-france.com/Le%20Vesinet-78110/photos-Le%20Vesinet.html,benign
18236,flixster.com/actor/gregory-ratoff,benign
18237,http://extratorrent.cc/torrent_download/4189084/Creativemarket+Sunshine+263183.torrent,benign
18238,en.wikipedia.org/wiki/HMCS_Givenchy,benign
18239,lavalnews.ca/articles/TLN1620/desjardins162007.html,benign
18240,http://correios.com.br/sobre-correios/sustentabilidade/vertente-social/concurso-internacional-de-redacao-de-cartas,benign
18241,careers.gardaglobal.com/careers.php?lang=en,benign
18242,maplandia.com/slovenia/trebnje/catez/,benign
18243,foxesfans.it/index-d.php,benign
18244,wn.com/Category:Erotic_films,benign
18245,bellregistertowin.ca/,benign
18246,rainmakers.com/index2.html,benign
18247,stylemegorgeous-bysarah.blogspot.com/,benign
18248,racingmuseum.org/hall-of-fame/horse-trainers-view.asp?varID=34,benign
18249,yellowpages.ca/bus/Quebec/Montreal/Axion-21-Centre-Linguistique-International/138795.html,benign
18250,kansascity.com/2011/11/02/3244466/robber-hits-community-america.html,benign
18251,shipmodels.info/mws_forum/viewtopic.php?f=13&t=35884&start=60,benign
18252,creationwiki.org/Hugh_Ross,benign
18253,spoke.com/info/p92KMXv/JoshuaGVanScoy,benign
18254,georgewdavis.blogspot.com/,benign
18255,bbhq.com/bomrstat.htm,benign
18256,zoominfo.com/people/Kramer_Harry_1317622555.aspx,benign
18257,blm.gov/wy/st/en/resources/public_room/corporate_list/v.html,benign
18258,prnewswire.com/news-releases/families-of-pan-am-103lockerbie-president-obamas-choice--no-fly-zone-with-freedom-for-libyans--justice-for-victims-of-gaddafi-terrorism-vs-oil--arms-contracts-with-coverup-of-secret-deals-117969339.html,benign
18259,philly.com/philly/sports/flyers/Daily_News_Stanley_Cup_Finals_Preview.html,benign
18260,cyndislist.com/us/nd/counties/,benign
18261,uwbadgers.com/sports/w-volley/mtt/toon_kirby00.html,benign
18262,mukubahotel.com/gallery.htm,benign
18263,enotes.com/topic/Battle_of_La_Belle-Famille,benign
18264,http://cox.com/residential/support/internet/articles.cox?catId=p2_internet_tools&catName=SW50ZXJuZXQgVG9vbHM7r2o0c9o5x&prodId=p1_internet,benign
18265,lewisrogersmediastudies.blogspot.com/,benign
18266,bayareatravelguide.net/radio.htm,benign
18267,http://mic.com/articles/77659/pussy-riot-s-new-announcement-is-a-surprising-end-to-their-dramatic-career,benign
18268,cduniverse.com/productinfo.asp?pid=6292560,benign
18269,world-newspapers.com/southafrica.html,benign
18270,eddyjansen.ifunnyblog.com/,benign
18271,en.wikipedia.org/wiki/One_Live_KISS,benign
18272,uk.ask.com/wiki/All-time_Seattle_Sounders_roster,benign
18273,vineyardstars.com/sainthenri.html,benign
18274,prepsportswear.com/school/us/Ohio/Lima/Bath-High-School-Wildcats/Uniforms-Soccer/productlist.aspx?category=216&schoolid=52669,benign
18275,cantoncelticfc.com/,benign
18276,sputnikmusic.com/review/8845/Esmerine-Aurora/,benign
18277,ebay.com/sch/i.html?_nkw=1992+Upper+Deck+19+Andy+Ashby,benign
18278,mylife.com/gordon-lalonde,benign
18279,ferdyonfilms.com/?tag=the-hustler,benign
18280,server.theadvocates.org/celebrities/mancow-muller.html,benign
18281,mankato.craigslist.org/boa/2600833873.html,benign
18282,names.whitepages.com/wayne/morris,benign
18283,thinkexist.com/quotesbyletter/f-fqz/,benign
18284,http://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E3%82%A2%E3%83%8B%E3%83%A1%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FvR7xK3CcOQGl6Rx6+%E9%AB%98%E6%9F%B3%E5%AE%B6%E3%81%AE%E4%BA%BA%E3%80%85%E3%80%80%E6%BE%84%E6%B1%9F%EF%BC%88%E3%82%B9%E3%83%9F%E3%82%A8%EF%BC%89+%23ero+%23douga+%23agesage,benign
18285,cbc.ca/canadavotes2004/riding/038/,benign
18286,themonthly.com/architexture-02-08.html,benign
18287,thefreedictionary.com/Be+(disambiguation),benign
18288,timetemperature.com/tzus/time_zone.shtml,benign
18289,maplevalley-realestate.com/,benign
18290,gutteruncensoredarchiveb.blogspot.com/2009/07/stephanie-pratt-beach-volleyball-bikini.html,benign
18291,chimneyrockpark.com/visit/areainfo/links.php?LCAT=accommodations-all_accommodations,benign
18292,mth.kcl.ac.uk/~streater/mcshane.html,benign
18293,tsroadmap.com/info/steven-pinker.html,benign
18294,itnsource.com/compilations/people/royalfamily/?lr=S24040901,benign
18295,youtube.com/watch?v=Bfx7izBNHeI,benign
18296,yelp.com/biz/harrys-lobster-house-sea-bright,benign
18297,aoltv.com/2010/09/17/jared-leto-chelsea-handler-spanking-mullets/,benign
18298,onedayonejob.com/jobs/insomniac-games/,benign
18299,stationindex.com/tv/callsign/KCWE,benign
18300,suffolk.edu/athletics/35877.html,benign
18301,youtube.com/watch?v=xODYIJGJLnU,benign
18302,cultnews.com/?cat=133,benign
18303,gamespot.com/the-last-guardian/videos/last-guardian-official-movie-6211104,benign
18304,http://interpark.com/displaycorner/FreeMarket.do?_method=itemAreaList&area1=%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C&area2=%EB%82%A8%EA%B5%AC,benign
18305,en.wikipedia.org/wiki/Peter_Newman_(environmental_scientist),benign
18306,sourceforge.net/mailarchive/forum.php?forum_name=wsdl2php-devel&max_rows=25&style=nested&viewmonth=201005,benign
18307,http://onedio.com/haber/bir-lezbiyen-hakkinda-merak-edilenler-bir-lezbiyene-sorulursa-507521,benign
18308,datesinhistory.com/big.php?v1=apr25,benign
18309,lib.berkeley.edu/Catalogs/,benign
18310,wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=DESC&db=4215&id=I117516,benign
18311,en.wikipedia.org/wiki/Patrice_Brisebois,benign
18312,sports.yahoo.com/nba/players/4638,benign
18313,denverpost.com/colleges/ci_19325380?source=rss,benign
18314,http://patch.com/florida/brandon/faster-pizza-woman-accused-robbing-3-banks-30-minutes-0,benign
18315,mylife.com/c-45899591566,benign
18316,youtube.com/watch?v=ICaMfvwDrKA,benign
18317,guitarnationlive.com/,benign
18318,legacy.com/obituaries/timesunion-albany/obituary.aspx?n=dagmar-and-aanen-nelsen&pid=149796874&fhid=8218,benign
18319,http://maybank2u.com.my/mbb_info/m2u/public/personalChannel01.do?channelId=BFIN-Financing&chCatId=/mbb/Business/BFIN-Financing,benign
18320,twin-shock-gamepad.software.informer.com/,benign
18321,en.wikipedia.org/wiki/Doremi_Fasol_Latido,benign
18322,city-data.com/school/Kansas-City-Kansas.html,benign
18323,askandyaboutclothes.com/forum/showthread.php?86729-Cream-Grey-Ok,benign
18324,manta.com/c/mmyz230/kathy-baker,benign
18325,fanbase.com/Kansas-State-Wildcats-Mens-Basketball-2009-10,benign
18326,ccjm.org/,benign
18327,icebreaker.generalanswers.org/,benign
18328,myhockeytournaments.com/registration.php,benign
18329,construction.usm.edu/,benign
18330,ovguide.com/movies_tv/norma_jean_and_marilyn.htm,benign
18331,propertyshark.com/mason/text/infopages/Gramercy.html,benign
18332,videosurf.com/jacques-cartier-178303,benign
18333,brick-derfilm.de/,benign
18334,biomedexperts.com/Profile.bme/858387/Bruce_W_Lytle,benign
18335,metagini.com/location/Philippines/Sampaguita/107519/Pictures/,benign
18336,http://jezebel.com/get-50-off-the-large-34oz-forever-cold-insulated-water-1703143233,benign
18337,nosorigines.qc.ca/genealogielistfirstname.aspx?ancestor=29&Family=Chartrand_317&lng=en,benign
18338,https://wordpress.org/showcase/wp-content/plugins/jetpack/css/jetpack.css?ver=3.3.3,benign
18339,julesrobinson.com/,benign
18340,hockey-reference.com/teams/NSH/,benign
18341,rootsweb.ancestry.com/~njhunter/church.htm,benign
18342,google.com/finance?cid=678298,benign
18343,pipl.com/directory/name/Bebbington/William,benign
18344,sacramento.citysearch.com/profile/602671542/davis_ca/joseph_j_wiseman_law_group.html,benign
18345,http://torcache.net/torrent/04AA7C498EA5CCF9B38DF6AFA83B54F3EB7836C2.torrent?title=[kickass.to]the.simpsons.s26e16.720p.hdtv.x264.killers.ripsalot,benign
18346,http://mic.com/articles/117978/game-of-thrones-just-made-tv-history-but-not-in-the-way-you-think,benign
18347,fanbase.com/Chad-Kinch,benign
18348,facebook.com/pages/Star-Laser/196552705055,benign
18349,patriot-companies.com/,benign
18350,neilmschuster.com/,benign
18351,imdb.com/name/nm0618779/,benign
